funcname,empid,id,status,amount,goal
SubmitApplication,User_1,Application_652823628,A_Create Application,20000.0,Existing loan takeover
SubmitApplication,User_1,Application_652823628,A_Submitted,20000.0,Existing loan takeover
A_Concept,User_1,Application_652823628,A_Concept
A_Accepted,User_52,Application_652823628,A_Accepted
A_Complete,User_52,Application_652823628,A_Complete
A_Validating,User_117,Application_652823628,A_Validating
A_Incomplete,User_115,Application_652823628,A_Incomplete
A_Validating,User_117,Application_652823628,A_Validating
A_Pending,User_115,Application_652823628,A_Pending
SubmitApplication,User_1,Application_1691306052,A_Create Application,10000.0,Home improvement
SubmitApplication,User_1,Application_1691306052,A_Submitted,10000.0,Home improvement
A_Concept,User_1,Application_1691306052,A_Concept
A_Accepted,User_38,Application_1691306052,A_Accepted
A_Complete,User_38,Application_1691306052,A_Complete
A_Validating,User_119,Application_1691306052,A_Validating
A_Denied,User_68,Application_1691306052,A_Denied
SubmitApplication,User_1,Application_428409768,A_Create Application,15000.0,Home improvement
SubmitApplication,User_1,Application_428409768,A_Submitted,15000.0,Home improvement
A_Concept,User_1,Application_428409768,A_Concept
A_Accepted,User_19,Application_428409768,A_Accepted
A_Complete,User_19,Application_428409768,A_Complete
A_Validating,User_116,Application_428409768,A_Validating
A_Incomplete,User_101,Application_428409768,A_Incomplete
A_Validating,User_31,Application_428409768,A_Validating
A_Pending,User_90,Application_428409768,A_Pending
SubmitApplication,User_1,Application_1746793196,A_Create Application,5000.0,Car
SubmitApplication,User_1,Application_1746793196,A_Submitted,5000.0,Car
A_Concept,User_17,Application_1746793196,A_Concept
A_Accepted,User_19,Application_1746793196,A_Accepted
A_Complete,User_19,Application_1746793196,A_Complete
A_Validating,User_119,Application_1746793196,A_Validating
A_Incomplete,User_114,Application_1746793196,A_Incomplete
A_Validating,User_118,Application_1746793196,A_Validating
A_Incomplete,User_95,Application_1746793196,A_Incomplete
A_Validating,User_116,Application_1746793196,A_Validating
A_Pending,User_95,Application_1746793196,A_Pending
SubmitApplication,User_1,Application_828200680,A_Create Application,35000.0,Home improvement
SubmitApplication,User_1,Application_828200680,A_Submitted,35000.0,Home improvement
A_Concept,User_1,Application_828200680,A_Concept
A_Accepted,User_19,Application_828200680,A_Accepted
A_Complete,User_19,Application_828200680,A_Complete
A_Cancelled,User_1,Application_828200680,A_Cancelled
SubmitApplication,User_1,Application_1085880569,A_Create Application,13000.0,Existing loan takeover
SubmitApplication,User_1,Application_1085880569,A_Submitted,13000.0,Existing loan takeover
A_Concept,User_1,Application_1085880569,A_Concept
A_Accepted,User_17,Application_1085880569,A_Accepted
A_Complete,User_17,Application_1085880569,A_Complete
A_Cancelled,User_1,Application_1085880569,A_Cancelled
SubmitApplication,User_1,Application_1266995739,A_Create Application,7000.0,Existing loan takeover
SubmitApplication,User_1,Application_1266995739,A_Submitted,7000.0,Existing loan takeover
A_Concept,User_1,Application_1266995739,A_Concept
A_Accepted,User_3,Application_1266995739,A_Accepted
A_Complete,User_3,Application_1266995739,A_Complete
A_Validating,User_113,Application_1266995739,A_Validating
A_Incomplete,User_100,Application_1266995739,A_Incomplete
A_Cancelled,User_27,Application_1266995739,A_Cancelled
SubmitApplication,User_1,Application_1878239836,A_Create Application,15000.0,Home improvement
SubmitApplication,User_1,Application_1878239836,A_Submitted,15000.0,Home improvement
A_Concept,User_1,Application_1878239836,A_Concept
A_Accepted,User_3,Application_1878239836,A_Accepted
A_Complete,User_3,Application_1878239836,A_Complete
A_Validating,User_113,Application_1878239836,A_Validating
A_Denied,User_99,Application_1878239836,A_Denied
SubmitApplication,User_1,Application_619403287,A_Create Application,15000.0,Car
SubmitApplication,User_1,Application_619403287,A_Submitted,15000.0,Car
A_Concept,User_1,Application_619403287,A_Concept
A_Accepted,User_19,Application_619403287,A_Accepted
A_Complete,User_19,Application_619403287,A_Complete
A_Validating,User_118,Application_619403287,A_Validating
A_Incomplete,User_100,Application_619403287,A_Incomplete
A_Pending,User_119,Application_619403287,A_Pending
SubmitApplication,User_1,Application_1710223761,A_Create Application,11000.0,Car
SubmitApplication,User_1,Application_1710223761,A_Submitted,11000.0,Car
A_Concept,User_1,Application_1710223761,A_Concept
A_Accepted,User_3,Application_1710223761,A_Accepted
A_Complete,User_3,Application_1710223761,A_Complete
A_Cancelled,User_1,Application_1710223761,A_Cancelled
SubmitApplication,User_1,Application_1529124572,A_Create Application,5000.0,"Other, see explanation"
