funcname,empid,id,status,amount,goal
SubmitApplication,User_4,Application_1791016953,A_Create Application,0.0,Existing loan takeover
A_Concept,User_4,Application_1791016953,A_Concept
A_Accepted,User_4,Application_1791016953,A_Accepted
A_Complete,User_4,Application_1791016953,A_Complete
A_Cancelled,User_1,Application_1791016953,A_Cancelled
SubmitApplication,User_9,Application_215620397,A_Create Application,40000.0,Existing loan takeover
A_Concept,User_9,Application_215620397,A_Concept
A_Accepted,User_5,Application_215620397,A_Accepted
A_Complete,User_5,Application_215620397,A_Complete
A_Validating,User_116,Application_215620397,A_Validating
A_Incomplete,User_75,Application_215620397,A_Incomplete
A_Validating,User_5,Application_215620397,A_Validating
A_Pending,User_75,Application_215620397,A_Pending
SubmitApplication,User_1,Application_931374942,A_Create Application,33000.0,Remaining debt home
SubmitApplication,User_1,Application_931374942,A_Submitted,33000.0,Remaining debt home
A_Concept,User_1,Application_931374942,A_Concept
A_Accepted,User_43,Application_931374942,A_Accepted
A_Complete,User_43,Application_931374942,A_Complete
A_Validating,User_114,Application_931374942,A_Validating
A_Incomplete,User_87,Application_931374942,A_Incomplete
A_Validating,User_116,Application_931374942,A_Validating
A_Incomplete,User_68,Application_931374942,A_Incomplete
A_Validating,User_116,Application_931374942,A_Validating
A_Incomplete,User_68,Application_931374942,A_Incomplete
A_Validating,User_114,Application_931374942,A_Validating
A_Incomplete,User_29,Application_931374942,A_Incomplete
A_Validating,User_113,Application_931374942,A_Validating
A_Pending,User_29,Application_931374942,A_Pending
SubmitApplication,User_9,Application_708182203,A_Create Application,7000.0,"Other, see explanation"
A_Concept,User_9,Application_708182203,A_Concept
A_Accepted,User_14,Application_708182203,A_Accepted
A_Complete,User_14,Application_708182203,A_Complete
A_Validating,User_113,Application_708182203,A_Validating
A_Incomplete,User_100,Application_708182203,A_Incomplete
A_Validating,User_117,Application_708182203,A_Validating
A_Pending,User_117,Application_708182203,A_Pending
SubmitApplication,User_1,Application_644511070,A_Create Application,15000.0,Car
SubmitApplication,User_1,Application_644511070,A_Submitted,15000.0,Car
A_Concept,User_1,Application_644511070,A_Concept
A_Accepted,User_44,Application_644511070,A_Accepted
A_Complete,User_44,Application_644511070,A_Complete
A_Validating,User_113,Application_644511070,A_Validating
A_Pending,User_115,Application_644511070,A_Pending
SubmitApplication,User_1,Application_1950286321,A_Create Application,7000.0,Home improvement
SubmitApplication,User_1,Application_1950286321,A_Submitted,7000.0,Home improvement
A_Concept,User_1,Application_1950286321,A_Concept
A_Accepted,User_34,Application_1950286321,A_Accepted
A_Complete,User_34,Application_1950286321,A_Complete
A_Validating,User_118,Application_1950286321,A_Validating
A_Incomplete,User_102,Application_1950286321,A_Incomplete
A_Validating,User_14,Application_1950286321,A_Validating
A_Incomplete,User_14,Application_1950286321,A_Incomplete
A_Validating,User_31,Application_1950286321,A_Validating
