funcname,empid,id,status,amount,goal
SubmitApplication,User_1,Application_1401164583,A_Create Application,50000.0,"Other, see explanation"
SubmitApplication,User_1,Application_1401164583,A_Submitted,50000.0,"Other, see explanation"
A_Concept,User_1,Application_1401164583,A_Concept
A_Accepted,User_3,Application_1401164583,A_Accepted
A_Complete,User_3,Application_1401164583,A_Complete
A_Cancelled,User_1,Application_1401164583,A_Cancelled
SubmitApplication,User_18,Application_1616135935,A_Create Application,13500.0,Existing loan takeover
A_Concept,User_18,Application_1616135935,A_Concept
A_Accepted,User_18,Application_1616135935,A_Accepted
A_Complete,User_18,Application_1616135935,A_Complete
A_Cancelled,User_1,Application_1616135935,A_Cancelled
SubmitApplication,User_1,Application_831730984,A_Create Application,5000.0,Home improvement
SubmitApplication,User_1,Application_831730984,A_Submitted,5000.0,Home improvement
A_Concept,User_1,Application_831730984,A_Concept
A_Accepted,User_71,Application_831730984,A_Accepted
A_Complete,User_71,Application_831730984,A_Complete
A_Validating,User_117,Application_831730984,A_Validating
A_Incomplete,User_29,Application_831730984,A_Incomplete
A_Validating,User_118,Application_831730984,A_Validating
A_Pending,User_29,Application_831730984,A_Pending
SubmitApplication,User_3,Application_1427290987,A_Create Application,11000.0,Car
A_Concept,User_3,Application_1427290987,A_Concept
A_Accepted,User_3,Application_1427290987,A_Accepted
A_Complete,User_21,Application_1427290987,A_Complete
A_Validating,User_114,Application_1427290987,A_Validating
A_Pending,User_30,Application_1427290987,A_Pending
SubmitApplication,User_3,Application_131484513,A_Create Application,22300.0,Car
A_Concept,User_3,Application_131484513,A_Concept
A_Accepted,User_3,Application_131484513,A_Accepted
A_Complete,User_3,Application_131484513,A_Complete
A_Validating,User_118,Application_131484513,A_Validating
A_Incomplete,User_102,Application_131484513,A_Incomplete
A_Validating,User_119,Application_131484513,A_Validating
A_Pending,User_90,Application_131484513,A_Pending
SubmitApplication,User_26,Application_1647772582,A_Create Application,20000.0,"Other, see explanation"
A_Concept,User_26,Application_1647772582,A_Concept
A_Accepted,User_18,Application_1647772582,A_Accepted
A_Complete,User_18,Application_1647772582,A_Complete
A_Validating,User_112,Application_1647772582,A_Validating
A_Incomplete,User_102,Application_1647772582,A_Incomplete
A_Validating,User_114,Application_1647772582,A_Validating
A_Pending,User_99,Application_1647772582,A_Pending
SubmitApplication,User_29,Application_1395988794,A_Create Application,0.0,Unknown
A_Concept,User_29,Application_1395988794,A_Concept
A_Accepted,User_29,Application_1395988794,A_Accepted
A_Complete,User_29,Application_1395988794,A_Complete
A_Validating,User_29,Application_1395988794,A_Validating
A_Incomplete,User_29,Application_1395988794,A_Incomplete
A_Validating,User_118,Application_1395988794,A_Validating
A_Incomplete,User_29,Application_1395988794,A_Incomplete
A_Validating,User_117,Application_1395988794,A_Validating
A_Pending,User_29,Application_1395988794,A_Pending
SubmitApplication,User_1,Application_1501922618,A_Create Application,5000.0,Car
SubmitApplication,User_1,Application_1501922618,A_Submitted,5000.0,Car
A_Concept,User_9,Application_1501922618,A_Concept
A_Accepted,User_44,Application_1501922618,A_Accepted
A_Complete,User_44,Application_1501922618,A_Complete
A_Cancelled,User_1,Application_1501922618,A_Cancelled
SubmitApplication,User_1,Application_1691560307,A_Create Application,25000.0,Existing loan takeover
SubmitApplication,User_1,Application_1691560307,A_Submitted,25000.0,Existing loan takeover
A_Concept,User_1,Application_1691560307,A_Concept
A_Accepted,User_71,Application_1691560307,A_Accepted
A_Complete,User_71,Application_1691560307,A_Complete
A_Validating,User_112,Application_1691560307,A_Validating
A_Denied,User_30,Application_1691560307,A_Denied
SubmitApplication,User_10,Application_6328980,A_Create Application,15300.0,Car
A_Concept,User_10,Application_6328980,A_Concept
A_Accepted,User_10,Application_6328980,A_Accepted
A_Complete,User_10,Application_6328980,A_Complete
A_Cancelled,User_1,Application_6328980,A_Cancelled
SubmitApplication,User_1,Application_773107692,A_Create Application,5000.0,Car
SubmitApplication,User_1,Application_773107692,A_Submitted,5000.0,Car
A_Concept,User_1,Application_773107692,A_Concept
A_Accepted,User_41,Application_773107692,A_Accepted
A_Complete,User_41,Application_773107692,A_Complete
A_Validating,User_116,Application_773107692,A_Validating
A_Incomplete,User_90,Application_773107692,A_Incomplete
A_Validating,User_119,Application_773107692,A_Validating
A_Incomplete,User_101,Application_773107692,A_Incomplete
A_Validating,User_14,Application_773107692,A_Validating
A_Pending,User_115,Application_773107692,A_Pending
SubmitApplication,User_41,Application_428362155,A_Create Application,25000.0,Existing loan takeover
A_Concept,User_41,Application_428362155,A_Concept
A_Accepted,User_41,Application_428362155,A_Accepted
A_Complete,User_41,Application_428362155,A_Complete
A_Validating,User_117,Application_428362155,A_Validating
A_Incomplete,User_99,Application_428362155,A_Incomplete
A_Validating,User_117,Application_428362155,A_Validating
A_Incomplete,User_99,Application_428362155,A_Incomplete
