funcname,empid,id,status,amount,goal
SubmitApplication,User_19,Application_1946236735,A_Create Application,16000.0,Car
A_Concept,User_19,Application_1946236735,A_Concept
A_Accepted,User_4,Application_1946236735,A_Accepted
A_Complete,User_21,Application_1946236735,A_Complete
A_Validating,User_117,Application_1946236735,A_Validating
A_Incomplete,User_99,Application_1946236735,A_Incomplete
A_Validating,User_117,Application_1946236735,A_Validating
A_Pending,User_117,Application_1946236735,A_Pending
SubmitApplication,User_20,Application_1428307326,A_Create Application,25000.0,Unknown
A_Concept,User_20,Application_1428307326,A_Concept
A_Accepted,User_71,Application_1428307326,A_Accepted
A_Complete,User_71,Application_1428307326,A_Complete
A_Validating,User_117,Application_1428307326,A_Validating
A_Pending,User_95,Application_1428307326,A_Pending
SubmitApplication,User_1,Application_1310063638,A_Create Application,8000.0,Not speficied
SubmitApplication,User_1,Application_1310063638,A_Submitted,8000.0,Not speficied
A_Concept,User_1,Application_1310063638,A_Concept
A_Accepted,User_74,Application_1310063638,A_Accepted
A_Complete,User_74,Application_1310063638,A_Complete
A_Validating,User_116,Application_1310063638,A_Validating
A_Denied,User_99,Application_1310063638,A_Denied
SubmitApplication,User_20,Application_1499869275,A_Create Application,30000.0,Home improvement
A_Concept,User_20,Application_1499869275,A_Concept
A_Accepted,User_3,Application_1499869275,A_Accepted
A_Complete,User_3,Application_1499869275,A_Complete
A_Validating,User_119,Application_1499869275,A_Validating
A_Incomplete,User_29,Application_1499869275,A_Incomplete
A_Validating,User_112,Application_1499869275,A_Validating
A_Incomplete,User_29,Application_1499869275,A_Incomplete
A_Cancelled,User_34,Application_1499869275,A_Cancelled
SubmitApplication,User_43,Application_1141114991,A_Create Application,15000.0,"Other, see explanation"
A_Concept,User_43,Application_1141114991,A_Concept
A_Accepted,User_43,Application_1141114991,A_Accepted
A_Complete,User_43,Application_1141114991,A_Complete
A_Validating,User_114,Application_1141114991,A_Validating
A_Denied,User_95,Application_1141114991,A_Denied
SubmitApplication,User_1,Application_918770224,A_Create Application,10000.0,Home improvement
SubmitApplication,User_1,Application_918770224,A_Submitted,10000.0,Home improvement
A_Concept,User_1,Application_918770224,A_Concept
A_Accepted,User_71,Application_918770224,A_Accepted
A_Complete,User_71,Application_918770224,A_Complete
A_Validating,User_117,Application_918770224,A_Validating
A_Incomplete,User_99,Application_918770224,A_Incomplete
A_Validating,User_73,Application_918770224,A_Validating
A_Incomplete,User_99,Application_918770224,A_Incomplete
A_Validating,User_114,Application_918770224,A_Validating
A_Pending,User_99,Application_918770224,A_Pending
SubmitApplication,User_31,Application_1016816804,A_Create Application,5000.0,"Other, see explanation"
A_Concept,User_31,Application_1016816804,A_Concept
A_Accepted,User_31,Application_1016816804,A_Accepted
A_Complete,User_31,Application_1016816804,A_Complete
A_Validating,User_118,Application_1016816804,A_Validating
A_Incomplete,User_95,Application_1016816804,A_Incomplete
A_Validating,User_114,Application_1016816804,A_Validating
A_Pending,User_95,Application_1016816804,A_Pending
SubmitApplication,User_1,Application_1650844500,A_Create Application,27000.0,Remaining debt home
SubmitApplication,User_1,Application_1650844500,A_Submitted,27000.0,Remaining debt home
A_Concept,User_1,Application_1650844500,A_Concept
