1,8968.0,1022.0,300.5,11.785,177.5,56.28169014084507,159.34134134134135,89.76976976976977
2,9081.0,909.0,300.6,10.24,186.1,53.68081676518001,169.16657657657657,90.90090090090091
3,9816.0,174.0,100.19999999999999,3.4050000000000002,95.75,104.33420365535248,94.08228228228228,98.25825825825825
14,6847.0,3143.0,100.19999999999999,1.23,98.05000000000001,101.88679245283018,67.20203703703704,68.53853853853855
15,9351.0,639.0,300.45000000000005,3.61,246.39999999999998,40.543831168831176,230.63927927927924,93.6036036036036
16,9267.0,723.0,300.54999999999995,6.455,204.14999999999998,48.93460690668626,189.37518018018017,92.76276276276276
17,9921.0,69.0,100.15,1.25,97.75,102.1994884910486,97.07484984984984,99.30930930930931
18,9905.0,85.0,100.19999999999999,1.655,95.1,105.0473186119874,94.29084084084083,99.14914914914915
19,9903.0,87.0,100.19999999999999,1.57,98.35,101.57600406710728,97.4934984984985,99.12912912912914
23,9850.0,140.0,100.19999999999999,1.7850000000000001,96.45,103.57698289269051,95.09834834834835,98.5985985985986
24,9885.0,105.0,100.19999999999999,1.7149999999999999,96.75,103.25581395348837,95.73310810810811,98.94894894894894
25,9905.0,85.0,100.19999999999999,1.505,97.8,102.14723926380368,96.96786786786787,99.14914914914915
