timestamp,tx_id,creatorid,activity_name,function_args,endorsers_id,tx_status,readkeys,writekeys,rangekeys,transaction_type,block number,commit order,0
2022-04-07T17:25:49.240Z,f0b532bca7c262db0beb0d3c22d00410b90c3f9b725e482b4c2bd30e2dbb5768,Org1MSP,Func4,"[10000"",""1000000"",""19895"",""1989500""]""",Org1MSP Org2MSP ,VALID,, 10000 19895,,WT,101,10304,0
2022-04-07T17:25:49.241Z,606fafaf8a0c71495e79ee8c831ed2f2d90d20b562e88967c43556ae90c6033b,Org1MSP,Func7,"[23"",""100"",""1"",""100""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 1 23, 1 23,,UT,101,10291,0
2022-04-07T17:25:49.241Z,f2c0f937cee32bbe208807c91958aa80bff10aea5ce812e34c809447dc211b72,Org1MSP,Func7,"[1"",""100"",""627"",""100""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 1 627, 1 627,,UT,101,10302,0
2022-04-07T17:25:49.242Z,218dd59d3c1b73ea157a00932f9ac746dbc673f837c61f4d00522f7f7cf2a9e3,Org1MSP,Func4,"[13605"",""1360500"",""10025"",""1002500""]""",Org1MSP Org2MSP ,VALID,, 10025 13605,,WT,101,10299,0
2022-04-07T17:25:49.242Z,15db2a6818e8cdbee0207aab1f652dae0135c1c2d4956154831033233a31a641,Org1MSP,Func7,"[68"",""100"",""2"",""100""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 2 68, 2 68,,UT,101,10301,0
2022-04-07T17:25:49.244Z,0f7186bfb6985787b58ffade95506b998a2e6c761eb650211e3f5cd125a6e76b,Org1MSP,Func7,"[1674"",""100"",""75"",""100""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 1674 75, 1674 75,,UT,101,10296,0
2022-04-07T17:25:49.245Z,382b420e1b2ca582928caf4a151f8c77a6054f6628cbd1ace3e6c184382f0a4d,Org1MSP,Func1,"[279"",""45""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 279 45,,,RT,101,10305,0
2022-04-07T17:25:49.246Z,fda2e1338635e1d9f9d4bc732633f8ea3f6c22a2f9f719e32f05528477a62fe6,Org1MSP,Func7,"[408"",""100"",""2251"",""100""]""",Org1MSP Org2MSP ,VALID, 2251 408, 2251 408,,UT,101,10300,0
2022-04-07T17:25:49.247Z,335ff899bbd0675ff6852c9374592dce81cddccda2bc4ff9fafb5e574f7b8a09,Org1MSP,Func7,"[1"",""100"",""4187"",""100""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 1 4187, 1 4187,,UT,101,10297,0
2022-04-07T17:25:49.247Z,1cd42885b342b3822537a360b758d4924afb4afcb1cad739b1d51a715c497406,Org1MSP,Func7,"[14"",""100"",""5569"",""100""]""",Org1MSP Org2MSP ,VALID, 14 5569, 14 5569,,UT,101,10303,0
2022-04-07T17:25:49.269Z,1ff14528c884242a24a29cc8bc2f5addfac3bd2135b308e0479aa768731f9eb1,Org1MSP,Func7,"[637"",""100"",""2855"",""100""]""",Org1MSP Org2MSP ,VALID, 2855 637, 2855 637,,UT,101,10293,0
2022-04-07T17:25:49.270Z,3440a8e9fd9c2f7d397d89bae7505fc10ffa9c3a22421ae34857f1a81ae075ca,Org1MSP,Func1,"[733"",""13""]""",Org1MSP Org2MSP ,MVCC_READ_CONFLICT, 13 733,,,RT,101,10288,0
